Year,Year Code,Sex,Sex Code,Race,Race Code,MSA,Count,Population,Crude Rate,latitude,longitude,min_dist,min_dist_squared
1999.0,1999.0,0,F,White,2106-3,"Knoxville, TN",1592.0,346048,460.1,35.9603948,-83.9210261,54.687029541638324,2990.671200088023
1999.0,1999.0,0,F,White,2106-3,"Lansing, MI",1026.0,237812,431.4,42.7337712,-84.5553805,85.0928520512183,7240.793470210527
1999.0,1999.0,0,F,White,2106-3,"Las Vegas, NV",2195.0,533020,411.8,36.1672559,-115.1485163,231.53728967287068,53609.51650905883
1999.0,1999.0,0,F,White,2106-3,"Los Angeles, CA",19894.0,4697246,423.5,34.0536909,-118.242766,168.8988185566056,28526.810909817177
1999.0,1999.0,0,F,White,2106-3,"Louisville, KY",2637.0,472156,558.5,38.2542376,-85.759407,190.60068489371875,36328.62108195467
1999.0,1999.0,0,F,White,2106-3,"Madison, WI",1170.0,250720,466.7,43.074761,-89.3837613,69.25860729264454,4796.754684116756
1999.0,1999.0,0,F,White,2106-3,"McAllen, TX",777.0,281478,276.0,26.2043691,-98.230082,223.07227064078336,49761.2379288349
1999.0,1999.0,0,F,White,2106-3,"Miami, FL",13218.0,1971881,670.3,25.7741728,-80.19362,24.829306219918692,616.494447362493
1999.0,1999.0,0,F,White,2106-3,"Milwaukee, WI",3582.0,620009,577.7,43.0349931,-87.922497,88.13883449490277,7768.454146119861
1999.0,1999.0,0,F,White,2106-3,"Nashville, TN",2263.0,563492,401.6,36.1622296,-86.7743531,102.37932739978167,10481.526678831686
1999.0,1999.0,0,F,White,2106-3,"New Haven, CT",2343.0,361012,649.0,41.298434349999994,-72.93102342707913,39.73055193722168,1578.5167572362698
1999.0,1999.0,0,F,White,2106-3,"New Orleans, LA",2228.0,407821,546.3,29.9499323,-90.0701156,24.279049651110913,589.472251961109
1999.0,1999.0,0,F,White,2106-3,"New York, NY",39905.0,6641035,600.9,40.7127281,-74.0060152,38.59708050776335,1489.7346237227657
1999.0,1999.0,0,F,White,2106-3,"North Port, FL",2342.0,281312,832.5,27.044224,-82.2359254,124.26668570057676,15442.209175005928
1999.0,1999.0,0,F,White,2106-3,"Oklahoma City, OK",2106.0,452340,465.6,35.4729886,-97.5170536,215.9501129642143,46634.45128925692
1999.0,1999.0,0,F,White,2106-3,"Omaha, NE",1677.0,346616,483.8,41.2587459,-95.9383758,63.7613796900004,4065.513539972396
1999.0,1999.0,0,F,White,2106-3,"Orlando, FL",3372.0,664213,507.7,28.5421109,-81.3790304,107.47532857910214,11550.94625318597
1999.0,1999.0,0,F,White,2106-3,"Oxnard, CA",1546.0,333655,463.4,34.1976308,-119.1803818,118.22415414984319,13976.950624445884
1999.0,1999.0,0,F,White,2106-3,"Philadelphia, PA",13258.0,2207908,600.5,31.1610134,-85.1074299,4.284465259500574,18.35664255986732
1999.0,1999.0,0,F,White,2106-3,"Phoenix, AZ",6307.0,1438528,438.4,33.4484367,-112.0741417,45.705262924538346,2088.9710590011796
1999.0,1999.0,0,F,White,2106-3,"Pittsburgh, PA",7356.0,1153060,638.0,40.4518667,-79.9758666,26.800982031227296,718.2926378381684
1999.0,1999.0,0,F,White,2106-3,"Portland, OR",4442.0,869008,511.2,45.5202471,-122.6741949,173.66839573204498,30160.711676142182
1999.0,1999.0,0,F,White,2106-3,"Poughkeepsie, NY",1522.0,271667,560.2,41.7065539,-73.9283672,30.112131960785057,906.7404912237329
1999.0,1999.0,0,F,White,2106-3,"Providence, RI",4596.0,755871,608.0,41.8239891,-71.4128343,43.842843035382515,1922.194885425189
1999.0,1999.0,0,F,White,2106-3,"Raleigh, NC",1145.0,296000,386.8,35.7803977,-78.6390989,20.480597890571058,419.4548899552637
1999.0,1999.0,0,F,White,2106-3,"Richmond, VA",1678.0,350212,479.1,49.1977086,-123.1912406,260.093163222126,67648.45355489149
1999.0,1999.0,0,F,White,2106-3,"Riverside, CA",5543.0,1349868,410.6,33.9533546,-117.3961623,215.42682866584755,46408.71850902444
1999.0,1999.0,0,F,White,2106-3,"Rochester, NY",2832.0,470838,601.5,43.157285,-77.615214,17.513190241192053,306.71183242418454
1999.0,1999.0,0,F,White,2106-3,"Sacramento, CA",3618.0,718052,503.9,38.5810606,-121.4938951,235.0279704239069,55238.14688158086
1999.0,1999.0,0,F,White,2106-3,"St. Louis, MO",5793.0,1096268,528.4,38.6529545,-90.24111656024635,83.4303086369251,6960.61639925258
1999.0,1999.0,0,F,White,2106-3,"Salt Lake City, UT",1384.0,432751,319.8,40.7596198,-111.8867975,511.17151347226604,261296.31618552707
1999.0,1999.0,0,F,White,2106-3,"San Antonio, TX",3177.0,782372,406.1,29.4246002,-98.4951405,154.21833047588038,23783.293454767856
1999.0,1999.0,0,F,White,2106-3,"San Diego, CA",5353.0,1130751,473.4,32.7174202,-117.1627728,253.83345074136867,64431.42071527083
1999.0,1999.0,0,F,White,2106-3,"San Francisco, CA",7541.0,1376887,547.7,37.7790262,-122.4199061,197.29211120005036,38924.177141773034
1999.0,1999.0,0,F,White,2106-3,"San Jose, CA",2791.0,591450,471.9,37.3361905,-121.890583,157.4802436874725,24800.02715186572
1999.0,1999.0,0,F,White,2106-3,"Scranton, PA",1935.0,288574,670.5,31.1929521,-85.8418806,43.292885659566025,1874.2739487322576
1999.0,1999.0,0,F,White,2106-3,"Seattle, WA",6607.0,1256957,525.6,47.6038321,-122.3300624,161.6745526276697,26138.66096735714
1999.0,1999.0,0,F,White,2106-3,"Springfield, MA",1752.0,321422,545.1,42.1018764,-72.5886727,58.78260336428516,3455.394458282869
1999.0,1999.0,0,F,White,2106-3,"Stockton, CA",963.0,213695,450.6,37.9577016,-121.2907796,190.9002683910276,36442.91247176637
1999.0,1999.0,0,F,White,2106-3,"Syracuse, NY",1761.0,302539,582.1,43.0481221,-76.1474244,35.22329619653123,1240.6805949485713
1999.0,1999.0,0,F,White,2106-3,"Tampa, FL",7844.0,1063782,737.4,27.9477595,-82.458444,141.76780795227555,20098.11137159328
1999.0,1999.0,0,F,White,2106-3,"Toledo, OH",1536.0,292277,525.5,41.6529143,-83.5378173,23.710505797468247,562.1880851717754
1999.0,1999.0,0,F,White,2106-3,"Tucson, AZ",1859.0,382685,485.8,32.2228765,-110.9748477,136.0293213845618,18503.9762763444
1999.0,1999.0,0,F,White,2106-3,"Tulsa, OK",1756.0,353580,496.6,36.1556805,-95.9929113,144.65711922586354,20925.6821427257
1999.0,1999.0,0,F,White,2106-3,"Virginia Beach, VA",2295.0,512703,447.6,36.8529841,-75.9774183,45.35255023956336,2056.8538132321182
1999.0,1999.0,0,F,White,2106-3,"Washington, DC",6971.0,1563685,445.8,38.8949924,-77.0365581,45.213610506695645,2044.2705750511789
1999.0,1999.0,0,F,White,2106-3,"Winston-Salem, NC",1183.0,234818,503.8,36.0998131,-80.2440518,60.66347321397326,3680.056982382451
1999.0,1999.0,0,F,White,2106-3,"Worcester, MA",2200.0,411166,535.1,42.2761217,-71.8058232,65.05189002828243,4231.748396251751
1999.0,1999.0,0,F,White,2106-3,"Youngstown, OH",1729.0,276871,624.5,41.1035786,-80.6520161,35.152135950768674,1235.6726619013234
1999.0,1999.0,1,M,American Indian or Alaska Native,1002-5,"Los Angeles, CA",28.0,69676,40.2,34.0536909,-118.242766,168.8988185566056,28526.810909817177
